LockID,LockName,LockLocation,LockStatus,LockCreatedAt,LockOwnerID,AutoLockTime,SensorID,SensorLocation,SensorStatus,SensorLastUpdated,SensorType,DataID,DataType,DataValue,DataTimestamp
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,56,temperature,22.5,"2025-01-14 08:00:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,57,temperature,14,"2025-01-15 20:37:29"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,58,temperature,5,"2025-01-15 20:45:10"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,66,temperature,9,"2025-01-16 01:17:24"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,67,temperature,14,"2025-01-16 01:17:29"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,68,temperature,10,"2025-01-16 01:17:34"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,69,temperature,-9,"2025-01-16 01:17:39"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,70,temperature,38,"2025-01-16 01:17:45"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,29,,active,"2025-01-13 20:00:00",temperature,71,temperature,-2,"2025-01-16 01:17:50"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,7,magnetic_field,0.12,"2025-01-14 08:05:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,19,magnetic_field,0.12,"2025-01-14 08:05:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,29,magnetic_field,0.12,"2025-01-14 08:05:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,39,magnetic_field,0.12,"2025-01-14 08:05:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,49,magnetic_field,0.12,"2025-01-14 08:05:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,59,magnetic_field,0.12,"2025-01-14 08:05:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,72,magnetic_field,54,"2025-01-16 01:22:48"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,73,magnetic_field,83,"2025-01-16 01:22:53"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,74,magnetic_field,72,"2025-01-16 01:22:58"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,75,magnetic_field,36,"2025-01-16 01:23:03"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,76,magnetic_field,99,"2025-01-16 01:23:08"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,30,,active,"2025-01-15 20:17:29",magnetic_field,77,magnetic_field,64,"2025-01-16 01:23:13"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,8,motion,0,"2025-01-14 08:10:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,20,motion,0,"2025-01-14 08:10:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,30,motion,0,"2025-01-14 08:10:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,40,motion,0,"2025-01-14 08:10:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,50,motion,0,"2025-01-14 08:10:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,60,motion,0,"2025-01-14 08:10:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,78,motion,0,"2025-01-16 01:30:57"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,79,motion,0,"2025-01-16 01:31:03"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,80,motion,1,"2025-01-16 01:31:08"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,81,motion,0,"2025-01-16 01:31:13"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,82,motion,0,"2025-01-16 01:31:18"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,83,motion,1,"2025-01-16 01:31:23"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,84,motion,1,"2025-01-16 01:31:29"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,85,motion,0,"2025-01-16 01:31:34"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,86,motion,1,"2025-01-16 01:31:39"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,87,motion,0,"2025-01-16 01:31:44"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,88,motion,1,"2025-01-16 01:31:49"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,89,motion,1,"2025-01-16 01:31:55"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,90,motion,1,"2025-01-16 01:32:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,91,motion,1,"2025-01-16 01:32:05"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,92,motion,0,"2025-01-16 01:32:10"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,93,motion,0,"2025-01-16 01:32:15"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,94,motion,0,"2025-01-16 01:32:21"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,95,motion,1,"2025-01-16 01:32:26"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,96,motion,1,"2025-01-16 01:32:31"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,97,motion,0,"2025-01-16 01:32:36"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,98,motion,1,"2025-01-16 01:32:41"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,99,motion,0,"2025-01-16 01:32:46"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,100,motion,1,"2025-01-16 01:32:51"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,101,motion,1,"2025-01-16 01:32:57"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,102,motion,1,"2025-01-16 01:33:02"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,103,motion,0,"2025-01-16 01:33:07"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,104,motion,0,"2025-01-16 01:33:12"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,105,motion,0,"2025-01-16 01:33:17"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,106,motion,0,"2025-01-16 01:33:22"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,107,motion,1,"2025-01-16 01:33:28"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,108,motion,0,"2025-01-16 01:33:33"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,109,motion,0,"2025-01-16 01:33:38"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,110,motion,1,"2025-01-16 01:33:43"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,111,motion,0,"2025-01-16 01:33:49"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,112,motion,1,"2025-01-16 01:33:54"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,113,motion,0,"2025-01-16 01:33:59"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,114,motion,1,"2025-01-16 01:34:04"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,115,motion,0,"2025-01-16 01:34:09"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,116,motion,1,"2025-01-16 01:34:15"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,117,motion,1,"2025-01-16 01:34:20"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,118,motion,1,"2025-01-16 01:34:25"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,119,motion,0,"2025-01-16 01:34:30"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,120,motion,0,"2025-01-16 01:34:35"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,121,motion,0,"2025-01-16 01:34:41"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,122,motion,1,"2025-01-16 01:34:46"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,123,motion,1,"2025-01-16 01:34:51"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,124,motion,1,"2025-01-16 01:34:56"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,125,motion,1,"2025-01-16 01:35:01"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,126,motion,1,"2025-01-16 01:35:06"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,127,motion,1,"2025-01-16 01:35:12"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,128,motion,0,"2025-01-16 01:35:17"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,31,,active,"2025-01-13 19:30:00",motion,129,motion,1,"2025-01-16 01:35:22"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,9,pressure,1013.25,"2025-01-14 08:15:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,21,pressure,1013.25,"2025-01-14 08:15:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,31,pressure,1013.25,"2025-01-14 08:15:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,41,pressure,1013.25,"2025-01-14 08:15:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,51,pressure,1013.25,"2025-01-14 08:15:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,61,pressure,1013.25,"2025-01-14 08:15:00"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,130,pressure,989,"2025-01-16 01:37:43"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,131,pressure,955,"2025-01-16 01:37:48"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,132,pressure,1044,"2025-01-16 01:39:01"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,133,pressure,1004,"2025-01-16 01:39:06"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,134,pressure,1009,"2025-01-16 01:39:11"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,135,pressure,1010,"2025-01-16 01:39:16"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,136,pressure,970,"2025-01-16 01:39:22"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,137,pressure,951,"2025-01-16 01:39:27"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,138,pressure,1027,"2025-01-16 02:03:20"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,139,pressure,1009,"2025-01-16 02:03:26"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,140,pressure,1004,"2025-01-16 02:03:31"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,141,pressure,1083,"2025-01-16 02:03:36"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,142,pressure,963,"2025-01-16 02:03:41"
7,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,30,32,,active,"2025-01-13 19:15:00",pressure,143,pressure,1001,"2025-01-16 02:03:46"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,33,,active,"2025-01-13 20:00:00",temperature,10,temperature,23.1,"2025-01-14 09:00:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,33,,active,"2025-01-13 20:00:00",temperature,22,temperature,23.1,"2025-01-14 09:00:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,33,,active,"2025-01-13 20:00:00",temperature,32,temperature,23.1,"2025-01-14 09:00:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,33,,active,"2025-01-13 20:00:00",temperature,42,temperature,23.1,"2025-01-14 09:00:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,33,,active,"2025-01-13 20:00:00",temperature,52,temperature,23.1,"2025-01-14 09:00:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,33,,active,"2025-01-13 20:00:00",temperature,62,temperature,23.1,"2025-01-14 09:00:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,34,,inactive,"2025-01-13 19:45:00",magnetic_field,11,magnetic_field,0.10,"2025-01-14 09:05:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,34,,inactive,"2025-01-13 19:45:00",magnetic_field,23,magnetic_field,0.10,"2025-01-14 09:05:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,34,,inactive,"2025-01-13 19:45:00",magnetic_field,33,magnetic_field,0.10,"2025-01-14 09:05:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,34,,inactive,"2025-01-13 19:45:00",magnetic_field,43,magnetic_field,0.10,"2025-01-14 09:05:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,34,,inactive,"2025-01-13 19:45:00",magnetic_field,53,magnetic_field,0.10,"2025-01-14 09:05:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,34,,inactive,"2025-01-13 19:45:00",magnetic_field,63,magnetic_field,0.10,"2025-01-14 09:05:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,35,,active,"2025-01-13 19:30:00",motion,12,motion,0,"2025-01-14 09:10:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,35,,active,"2025-01-13 19:30:00",motion,24,motion,0,"2025-01-14 09:10:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,35,,active,"2025-01-13 19:30:00",motion,34,motion,0,"2025-01-14 09:10:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,35,,active,"2025-01-13 19:30:00",motion,44,motion,0,"2025-01-14 09:10:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,35,,active,"2025-01-13 19:30:00",motion,54,motion,0,"2025-01-14 09:10:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,35,,active,"2025-01-13 19:30:00",motion,64,motion,0,"2025-01-14 09:10:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,36,,active,"2025-01-13 19:15:00",pressure,13,pressure,1012.80,"2025-01-14 09:15:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,36,,active,"2025-01-13 19:15:00",pressure,25,pressure,1012.80,"2025-01-14 09:15:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,36,,active,"2025-01-13 19:15:00",pressure,35,pressure,1012.80,"2025-01-14 09:15:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,36,,active,"2025-01-13 19:15:00",pressure,45,pressure,1012.80,"2025-01-14 09:15:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,36,,active,"2025-01-13 19:15:00",pressure,55,pressure,1012.80,"2025-01-14 09:15:00"
8,"New Main Door Lock","Entrance Hall",locked,"2025-01-13 17:54:41",32,10,36,,active,"2025-01-13 19:15:00",pressure,65,pressure,1012.80,"2025-01-14 09:15:00"
